(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;Found in Word in Text;LetterPositionIndex In Word;WordNumber;WordCoordinatesDWTK;WordNumberInVerse;Found In Verse
(37991, 99, 6);40;מ;37991;(1, 27, 36, 61, 37991);ויאמר;4;10096;(1, 27, 36, 16, 10096);16;ויאמר הכי קרא שמו יעקב ויעקבני זה פעמים את בכרתי לקח והנה עתה לקח ברכתי ויאמר הלא אצלת לי ברכה
(37991, 99, 6);10;י;38090;(1, 27, 38, 2, 38090);ויאמר;2;10123;(1, 27, 38, 1, 10123);1;ויאמר עשו אל אביו הברכה אחת הוא לך אבי ברכני גם אני אבי וישא עשו קלו ויבך
(37991, 99, 6);40;מ;38189;(1, 27, 39, 44, 38189);ומטל;2;10150;(1, 27, 39, 11, 10150);11;ויען יצחק אביו ויאמר אליו הנה משמני הארץ יהיה מושבך ומטל השמים מעל
(37991, 99, 6);300;ש;38288;(1, 27, 41, 39, 38288);עשו;2;10176;(1, 27, 41, 11, 10176);11;וישטם עשו את יעקב על הברכה אשר ברכו אביו ויאמר עשו בלבו יקרבו ימי אבל אבי ואהרגה את יעקב אחי
(37991, 99, 6);10;י;38387;(1, 27, 42, 65, 38387);אחיך;3;10202;(1, 27, 42, 17, 10202);17;ויגד לרבקה את דברי עשו בנה הגדל ותשלח ותקרא ליעקב בנה הקטן ותאמר אליו הנה עשו אחיך מתנחם לך להרגך
(37991, 99, 6);8;ח;38486;(1, 27, 45, 18, 38486);ושכח;4;10231;(1, 27, 45, 6, 10231);6;עד שוב אף אחיך ממך ושכח את אשר עשית לו ושלחתי ולקחתיך משם למה אשכל גם שניכם יום אחד
