(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;Found in Word in Text;LetterPositionIndex In Word;WordNumber;WordCoordinatesDWTK;WordNumberInVerse;Found In Verse
(115191, 83, 5);5;ה;115191;(2, 26, 1, 4, 115191);המשכן;1;30468;(2, 26, 1, 2, 30468);2;ואת המשכן תעשה עשר יריעת שש משזר ותכלת וארגמן ותלעת שני כרבים מעשה חשב תעשה אתם
(115191, 83, 5);40;ם;115274;(2, 26, 2, 23, 115274);ועשרים;6;30487;(2, 26, 2, 5, 30487);5;ארך היריעה האחת שמנה ועשרים באמה ורחב ארבע באמה היריעה האחת מדה אחת לכל היריעת
(115191, 83, 5);300;ש;115357;(2, 26, 3, 42, 115357);אשה;2;30508;(2, 26, 3, 11, 30508);11;חמש היריעת תהיין חברת אשה אל אחתה וחמש יריעת חברת אשה אל אחתה
(115191, 83, 5);10;י;115440;(2, 26, 5, 4, 115440);חמשים;4;30527;(2, 26, 5, 1, 30527);1;חמשים ללאת תעשה ביריעה האחת וחמשים ללאת תעשה בקצה היריעה אשר במחברת השנית מקבילת הללאת אשה אל אחתה
(115191, 83, 5);8;ח;115523;(2, 26, 6, 6, 115523);חמשים;1;30546;(2, 26, 6, 2, 30546);2;ועשית חמשים קרסי זהב וחברת את היריעת אשה אל אחתה בקרסים והיה המשכן אחד
