(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;Found in Word in Text;LetterPositionIndex In Word;WordNumber;WordCoordinatesDWTK;WordNumberInVerse;Found In Verse
(154596, -96, 6);40;מ;154596;(3, 10, 7, 30, 154596);משחת;1;40788;(3, 10, 7, 10, 40788);10;ומפתח אהל מועד לא תצאו פן תמתו כי שמן משחת יהוה עליכם ויעשו כדבר משה
(154596, -96, 6);10;י;154500;(3, 10, 6, 50, 154500);ובגדיכם;5;40760;(3, 10, 6, 11, 40760);11;ויאמר משה אל אהרן ולאלעזר ולאיתמר בניו ראשיכם אל תפרעו ובגדיכם לא תפרמו ולא תמתו ועל כל העדה יקצף ואחיכם כל בית ישראל יבכו את השרפה אשר שרף יהוה
(154596, -96, 6);40;מ;154404;(3, 10, 4, 73, 154404);מחוץ;1;40739;(3, 10, 4, 21, 40739);21;ויקרא משה אל מישאל ואל אלצפן בני עזיאל דד אהרן ויאמר אלהם קרבו שאו את אחיכם מאת פני הקדש אל מחוץ למחנה
(154596, -96, 6);300;ש;154308;(3, 10, 3, 40, 154308);אקדש;4;40711;(3, 10, 3, 11, 40711);11;ויאמר משה אל אהרן הוא אשר דבר יהוה לאמר בקרבי אקדש ועל פני כל העם אכבד וידם אהרן
(154596, -96, 6);10;י;154212;(3, 10, 1, 66, 154212);יהוה;1;40685;(3, 10, 1, 16, 40685);16;ויקחו בני אהרן נדב ואביהוא איש מחתתו ויתנו בהן אש וישימו עליה קטרת ויקריבו לפני יהוה אש זרה אשר לא צוה אתם
(154596, -96, 6);8;ח;154116;(3, 9, 24, 38, 154116);החלבים;2;40662;(3, 9, 24, 11, 40662);11;ותצא אש מלפני יהוה ותאכל על המזבח את העלה ואת החלבים וירא כל העם וירנו ויפלו על פניהם
