א;ר;ש;י;ך;ל;מ;ד;ו;ד;ן;ב;ה;מ;ל;ש;י;ל;ש;מ;(28, 1, 1, 1, 1)
א;ן;י;ב;ה;ל;ר;ס;ו;מ;ו;ה;מ;כ;ח;ת;ע;ד;ל;ל;(28, 1, 1, 21, 21)
צ;ל;כ;ש;ה;ר;ס;ו;מ;ת;ח;ק;ל;ה;נ;י;ב;י;ר;מ;(28, 1, 2, 20, 41)
ת;פ;ל;ת;ת;ל;ם;י;ר;ש;י;מ;ו;ט;פ;ש;מ;ו;ק;ד;(28, 1, 3, 14, 61)
י;ה;מ;ז;מ;ו;ת;ע;ד;ר;ע;נ;ל;ה;מ;ר;ע;ם;י;א;(28, 1, 4, 7, 81)
ת;ן;ו;ב;נ;ו;ח;ק;ל;ף;ס;ו;י;ו;ם;כ;ח;ע;מ;ש;(28, 1, 5, 2, 101)
ל;מ;ו;ל;ש;מ;ן;י;ב;ה;ל;ה;נ;ק;י;ת;ו;ל;ב;ח;(28, 1, 5, 22, 121)
ר;י;ם;ת;ד;י;ח;ו;ם;י;מ;כ;ח;י;ר;ב;ד;ה;צ;י;(28, 1, 6, 12, 141)
מ;ו;ה;מ;כ;ח;ת;ע;ד;ת;י;ש;א;ר;ה;ו;ה;י;ת;א;(28, 1, 7, 3, 161)
ו;מ;י;נ;ב;ע;מ;ש;ו;ז;ב;ם;י;ל;י;ו;א;ר;ס;ו;(28, 1, 7, 23, 181)
כ;ך;מ;א;ת;ר;ו;ת;ש;ט;ת;ל;א;ו;ך;י;ב;א;ר;ס;(28, 1, 8, 9, 201)
ם;י;ק;נ;ע;ו;ך;ש;א;ר;ל;ם;ה;ן;ח;ת;י;ו;ל;י;(28, 1, 9, 2, 221)
ט;ח;ך;ו;ת;פ;י;ם;א;י;נ;ב;ך;י;ת;ר;ג;ר;ג;ל;(28, 1, 9, 22, 241)
ת;א;ה;כ;ל;ו;ר;מ;א;י;ם;א;א;ב;ת;ל;א;ם;י;א;(28, 1, 10, 13, 261)
